"digits"	"sym"	"int"
0	0.38500977	-1.758
7	0.25823242	-4.5935
4	0.23397852	-4.0256875
6	0.33091797	-5.019
9	0.24912695	-4.228375
1	0.13105469	-0.5008125
2	0.35248828	-6.0931875
2	0.23925195	-3.3940625
3	0.3622207	-4.4836875
2	0.29116406	-4.66075
0	0.40404883	-2.433875
4	0.20435938	-4.2846875
8	0.31777148	-5.3259375
8	0.41664844	-5.8334375
3	0.33055078	-3.4485
8	0.37456445	-3.8265
6	0.27071094	-4.3335625
6	0.45618164	-6.5829375
6	0.33854297	-5.295
1	0.23009766	-1.691
4	0.33728711	-5.5165625
9	0.14078516	-2.9080625
7	0.18363672	-3.9099375
0	0.21495703	-1.86225
0	0.22565039	-2.6808125
6	0.22813477	-4.2560625
9	0.21339063	-4.5384375
7	0.18858594	-4.2381875
4	0.22560547	-4.3295
0	0.27693164	-3.3294375
5	0.30248438	-5.774375
9	0.32582617	-5.0324375
8	0.29933008	-3.1620625
0	0.35406641	-3.704375
0	0.38451172	-3.2376875
2	0.16525	-3.4219375
9	0.30196484	-2.5315
0	0.4695332	-3.23875
9	0.17890234	-3.84675
8	0.17382031	-1.9191875
4	0.17	-3.446
0	0.26488281	-3.2199375
8	0.16448242	-2.1161875
4	0.093355469	-1.65375
9	0.15940039	-3.1838125
5	0.18441602	-3.94975
5	0.19592383	-3.6909375
0	0.22852344	-2.6631875
4	0.28154297	-5.29975
8	0.37798242	-5.36075
2	0.34221484	-5.6703125
3	0.30962891	-2.9985
2	0.36295508	-4.2379375
2	0.34278125	-6.560875
6	0.30953906	-4.6729375
9	0.27819727	-3.7015
8	0.35523242	-5.1198125
4	0.19549805	-3.938375
8	0.2519707	-2.6255625
0	0.43521875	-2.7759375
8	0.30011328	-3.26075
4	0.20729687	-2.8753125
0	0.53756055	-1.4563125
7	0.31998242	-4.3355
2	0.18889648	-4.22575
0	0.25391211	-2.442625
8	0.2056543	-2.8788125
5	0.26565625	-4.6618125
0	0.28090234	-3.5523125
0	0.3136582	-3.195375
6	0.2481582	-3.858375
5	0.35425195	-5.4400625
3	0.41484961	-3.875875
7	0.12190039	-2.296
0	0.25118164	-1.898125
6	0.21472266	-3.5068125
9	0.20530664	-2.8386875
2	0.34974219	-5.7724375
5	0.34451172	-5.8075
7	0.29421289	-4.131125
6	0.37671289	-6.0123125
5	0.35028711	-6.351625
7	0.27958203	-4.9163125
1	0.18833008	-0.6915625
9	0.30873633	-5.4584375
6	0.19826563	-3.12325
5	0.30993359	-5.042375
4	0.24108398	-4.31275
6	0.3164668	-4.8870625
8	0.2994707	-3.6604375
5	0.52801953	-5.481
4	0.24236328	-2.9716875
4	0.15331641	-1.8380625
6	0.23749609	-3.4766875
8	0.28832227	-3.2866875
0	0.39793555	-2.6754375
0	0.40866211	-2.91425
9	0.16313281	-2.268625
6	0.13395313	-2.58675
8	0.12416602	-2.0903125
8	0.11805469	-2.27
0	0.19125977	-2.2409375
3	0.13006055	-2.3679375
6	0.19339844	-3.679375
8	0.17107227	-1.879375
1	0.097367187	-0.3933125
1	0.11523828	-0.337875
4	0.13840234	-2.729
8	0.26833398	-4.8129375
5	0.34674805	-4.9859375
0	0.39329102	-2.96975
2	0.45111328	-4.638
7	0.25723828	-4.764
8	0.17469141	-2.1999375
5	0.31473047	-4.4974375
7	0.22916211	-3.99775
1	0.21329102	-1.593375
8	0.18063281	-1.7966875
8	0.15491016	-3.04925
5	0.16533203	-3.7995
2	0.2734082	-5.0863125
2	0.25859961	-4.34675
7	0.23810742	-3.604625
1	0.24764258	-2.31925
1	0.18626758	-0.37225
8	0.23418945	-3.1060625
9	0.16411133	-2.5801875
3	0.28378711	-4.067625
1	0.11413086	-0.477125
9	0.25251563	-4.2004375
0	0.4534043	-3.5765625
1	0.13545703	-0.464375
1	0.16185547	-1.519125
9	0.31507617	-5.15525
9	0.29622656	-4.78775
7	0.28788477	-4.9349375
7	0.22198633	-4.4669375
1	0.10926758	-0.602625
9	0.1925	-3.0773125
7	0.15530469	-3.2506875
1	0.14279883	-0.327
4	0.22388477	-3.3609375
1	0.15260742	-0.6134375
9	0.21511719	-2.72775
1	0.13732227	-0.7014375
1	0.16117578	-0.577
9	0.3485918	-4.0465625
7	0.31817187	-5.0755625
1	0.24395898	-0.680875
4	0.1829375	-3.3390625
1	0.1559375	-0.8766875
9	0.27733398	-4.9113125
7	0.2777793	-5.2920625
2	0.31899414	-5.4053125
6	0.35138672	-6.545875
0	0.44136914	-5.2418125
0	0.3462832	-4.65725
0	0.35276562	-4.7933125
6	0.41430469	-6.158625
6	0.16781836	-3.0938125
2	0.32048242	-5.0265
2	0.34374023	-5.2498125
2	0.37499023	-5.383375
4	0.19699805	-4.1509375
6	0.19691211	-3.7371875
3	0.20948438	-3.14125
1	0.10433789	-0.7885625
6	0.23649805	-4.5658125
4	0.20575391	-4.6519375
6	0.27231445	-5.374625
3	0.25099805	-3.2134375
1	0.14129492	-0.4656875
4	0.23243945	-3.1105625
6	0.19805664	-3.72775
6	0.22445117	-4.268625
5	0.37476758	-6.0885625
4	0.17656641	-3.490125
7	0.19914648	-3.0976875
3	0.30496484	-3.691125
9	0.20505078	-3.0623125
0	0.40429687	-1.10175
0	0.38853906	-2.2880625
1	0.12355664	-0.64775
9	0.2316875	-4.8935
0	0.41318555	-4.2830625
0	0.38029492	-2.6636875
4	0.31034766	-5.7493125
5	0.22929492	-4.1615
7	0.11562891	-3.0084375
0	0.33859375	-2.1930625
0	0.21748633	-2.4785
6	0.18566992	-3.2955625
2	0.23031055	-5.0878125
7	0.16800195	-3.5446875
0	0.50880273	-2.163
8	0.34679102	-4.3859375
0	0.459	-5.2013125
9	0.15789453	-2.7088125
7	0.17549609	-3.947
0	0.34100781	-3.860125
0	0.35734766	-2.7428125
9	0.17961133	-3.1675625
4	0.26556641	-4.6180625
0	0.33469531	-2.93075
2	0.30944727	-5.53075
9	0.2256875	-3.2185625
6	0.18064844	-2.9850625
4	0.23392188	-4.871875
0	0.26811719	-3.05975
5	0.22442969	-3.56525
0	0.3195957	-4.8738125
5	0.33296875	-5.5289375
4	0.18468164	-3.602
1	0.16250977	-0.47425
0	0.39028711	-2.472
1	0.082808594	-0.74025
7	0.12512305	-2.84225
2	0.1929082	-3.553125
4	0.21860547	-3.1045625
0	0.39319922	-2.43675
7	0.28356641	-4.7535
9	0.29859766	-3.285875
4	0.25849219	-4.3523125
1	0.14485938	-0.651875
2	0.46312695	-4.068625
2	0.42146484	-5.1829375
8	0.18732031	-3.1871875
4	0.11633203	-2.3460625
2	0.32608203	-5.2506875
5	0.27114648	-4.04875
4	0.12472852	-2.3263125
1	0.084984375	-0.5738125
4	0.17423047	-3.274
1	0.17481445	-0.4135
7	0.2555332	-4.80425
0	0.39208203	-3.828125
1	0.10628906	-0.8430625
4	0.13996484	-3.0751875
1	0.10816211	-1.3498125
5	0.21854297	-4.6409375
3	0.20317578	-3.6855625
1	0.11371484	-1.3401875
4	0.25586328	-3.9335625
0	0.42557422	-2.0825625
9	0.32747266	-4.7500625
1	0.19671875	-0.690875
4	0.18543555	-3.180375
4	0.23319531	-4.466125
3	0.21226953	-3.20225
0	0.23667969	-3.285
1	0.16481641	-0.7265625
4	0.21612695	-4.571875
2	0.32270898	-4.6103125
1	0.17062695	-1.560375
0	0.41963086	-2.7916875
1	0.11067187	-0.37425
4	0.40318555	-5.302875
3	0.36505078	-3.2536875
1	0.16874414	-0.8499375
1	0.14517578	-1.09425
4	0.22222266	-3.8930625
1	0.21433203	-0.5856875
4	0.22533789	-4.357625
7	0.27674609	-4.354375
2	0.18949023	-2.7203125
4	0.29157422	-3.5221875
1	0.1915625	-0.5208125
9	0.31746484	-3.2116875
4	0.21916016	-2.79625
2	0.33836133	-3.841
5	0.37276172	-6.2431875
0	0.65594141	-2.2291875
1	0.16689258	-0.5921875
4	0.12272852	-2.4301875
2	0.1909375	-3.7321875
5	0.21350781	-4.545
0	0.31175195	-2.6984375
1	0.10826172	-1.0439375
4	0.25605273	-4.287875
2	0.29849609	-4.329875
5	0.36864453	-5.4316875
0	0.37692773	-6.066
1	0.13022852	-0.74225
4	0.24605078	-3.83775
1	0.17794922	-0.6195625
1	0.16685937	-0.8211875
3	0.36882813	-4.353
9	0.30238477	-4.3874375
1	0.11771094	-0.544125
4	0.20967578	-4.212875
7	0.23582422	-4.853875
0	0.24733789	-3.4609375
3	0.24975391	-4.9430625
2	0.23940039	-4.7823125
1	0.13186523	-0.550625
2	0.20805078	-3.4991875
3	0.30545898	-3.800375
2	0.28728125	-5.9145
1	0.13156836	-0.504875
2	0.18129297	-3.7985625
0	0.23803906	-1.2504375
2	0.18807031	-4.1786875
2	0.27955469	-5.9626875
1	0.098625	-0.66875
2	0.23505273	-4.928375
6	0.21657813	-4.06625
8	0.24810742	-2.2230625
2	0.28495703	-4.809125
1	0.1880293	-0.5796875
2	0.31384961	-5.691875
0	0.33924023	-3.7311875
2	0.22788086	-4.53975
1	0.19277148	-0.5951875
2	0.29710352	-5.6455625
6	0.18422461	-4.210375
2	0.3482832	-5.8353125
1	0.22143555	-0.4406875
4	0.3301582	-4.557875
0	0.49211133	-2.1145
4	0.23467969	-3.3324375
2	0.37054687	-5.4014375
1	0.22935352	-0.6626875
7	0.31907031	-6.0515625
0	0.36394531	-1.63875
1	0.14379492	-0.279
1	0.24325195	-0.4575625
2	0.20766602	-4.0169375
1	0.12187695	-0.573875
2	0.29980664	-6.0154375
2	0.24275586	-4.3421875
8	0.20545117	-3.250625
3	0.22049219	-2.84775
0	0.40451953	-1.271
3	0.26083398	-3.8071875
6	0.19327734	-3.2901875
6	0.21365234	-3.4150625
3	0.40097656	-4.777375
0	0.45625781	-3.9156875
3	0.40899219	-5.5123125
2	0.3327168	-4.190125
6	0.33034961	-5.5365
3	0.35768945	-6.08625
0	0.49548828	-3.364375
3	0.40966797	-3.993875
5	0.35889258	-6.5419375
6	0.21073242	-4.0100625
0	0.28426953	-2.9063125
3	0.19202344	-4.285125
4	0.20251562	-4.3700625
9	0.15200391	-2.9595625
3	0.21664258	-3.8098125
0	0.43245703	-6.32425
3	0.27623242	-3.7608125
0	0.35253906	-2.61525
2	0.23866406	-4.9033125
6	0.26469922	-4.9360625
3	0.30438672	-2.5859375
0	0.348625	-2.0160625
3	0.32357812	-3.277
4	0.29669727	-5.4954375
4	0.20708398	-4.1880625
3	0.25950977	-4.6583125
0	0.44514258	-3.364625
3	0.33651953	-5.174875
2	0.3979668	-6.434375
7	0.17334375	-3.4825625
1	0.12307812	-0.750125
9	0.1842832	-2.837
9	0.13291602	-2.10625
6	0.23485742	-4.6140625
6	0.22956055	-3.8821875
1	0.14494531	-0.4871875
9	0.24186328	-3.3234375
8	0.20155859	-2.3331875
0	0.30735547	-1.987125
3	0.21465625	-3.1859375
1	0.071806641	-0.5965625
9	0.17389258	-3.409
7	0.1174043	-2.6358125
1	0.10868945	-0.1948125
3	0.17041797	-3.62
1	0.16311719	-0.6065
9	0.22452344	-3.2474375
5	0.43250195	-4.395375
1	0.22277734	-1.3945
9	0.27411523	-3.071875
0	0.29741211	-2.8059375
6	0.32654492	-4.898875
1	0.11905273	-0.72825
9	0.25582617	-4.870375
8	0.34156445	-3.5378125
0	0.28708789	-2.5873125
4	0.19804102	-3.9090625
1	0.1243418	-0.2868125
9	0.19671484	-3.3389375
7	0.18999414	-3.513125
1	0.13659961	-1.093125
3	0.22808398	-3.1641875
6	0.14727148	-2.874875
7	0.17517187	-3.7431875
2	0.3255625	-6.09575
1	0.16690234	-0.4658125
7	0.21409375	-4.2804375
7	0.22221484	-4.77875
7	0.26959375	-4.9015
4	0.18996484	-3.868
8	0.37650977	-3.31375
6	0.1603125	-3.0386875
7	0.20270508	-4.2705625
0	0.27220703	-1.8994375
6	0.25876172	-4.130375
2	0.28389648	-5.61625
7	0.16031641	-3.5353125
2	0.20483398	-3.5325625
4	0.20847656	-4.722875
1	0.13354297	-0.4223125
7	0.26085938	-4.9448125
2	0.27905078	-4.1588125
5	0.37187109	-5.5975
0	0.4747207	-3.821125
3	0.36937305	-4.2505625
7	0.19214258	-4.0940625
2	0.30452148	-5.4704375
5	0.31933203	-4.76475
1	0.15263867	-0.5178125
2	0.22775977	-4.160375
7	0.23942969	-5.0089375
2	0.3599668	-4.7544375
2	0.32683008	-4.0153125
0	0.45795313	-3.3419375
3	0.22425781	-3.2
7	0.10730469	-2.29425
2	0.16895703	-2.7516875
0	0.20431836	-1.3066875
3	0.18447266	-3.1966875
2	0.18250586	-3.7494375
3	0.25314258	-3.9844375
7	0.19691602	-3.7170625
4	0.26076367	-5.2565625
0	0.41103125	-1.5165625
5	0.29941016	-4.748375
3	0.39997852	-5.778625
8	0.35983789	-4.137
1	0.22716406	-0.7374375
5	0.31458398	-6.05
1	0.21747852	-0.8331875
3	0.16792383	-3.2284375
8	0.18253516	-3.388375
1	0.098914062	-0.388625
3	0.22792773	-3.4629375
4	0.10040234	-2.00375
3	0.26610156	-3.9569375
7	0.2016543	-3.640125
0	0.31275195	-2.2413125
7	0.21491211	-3.60225
5	0.1780957	-3.2313125
3	0.2945	-4.27725
8	0.31178516	-2.6841875
1	0.1644043	-0.570625
3	0.31336523	-3.929875
8	0.28626953	-2.63325
3	0.30566992	-4.4906875
8	0.3564082	-4.6351875
1	0.14757227	-0.2563125
1	0.16332227	-0.216
7	0.23864648	-4.581875
3	0.23108984	-4.202
7	0.15466797	-3.45675
2	0.27755664	-5.39075
0	0.25545703	-2.2199375
2	0.226	-4.10375
9	0.15566016	-2.349875
6	0.16967773	-3.1008125
0	0.29102539	-2.3373125
7	0.1427832	-3.6198125
3	0.2169375	-3.0226875
7	0.2695293	-5.125
0	0.33723437	-1.4580625
8	0.29650781	-3.8868125
3	0.26342969	-3.8723125
8	0.31982812	-5.0585
0	0.37512109	-4.1375
5	0.35349219	-6.191
0	0.37527344	-4.52
1	0.11821484	-0.8154375
9	0.20795703	-3.82
8	0.30227734	-2.2331875
9	0.17360938	-3.395625
9	0.18078125	-3.5711875
1	0.13314062	-0.5588125
9	0.27646094	-4.252875
9	0.31701953	-3.7220625
6	0.3061543	-5.050625
8	0.28037109	-1.59875
1	0.12799414	-0.743125
9	0.19992188	-2.851375
7	0.24641211	-4.2855
2	0.20174609	-3.821375
0	0.42236523	-3.9070625
1	0.13647852	-0.844625
9	0.23818945	-4.0943125
8	0.21647656	-1.9361875
8	0.24942188	-1.6803125
0	0.36245508	-4.3391875
4	0.19603711	-3.65075
0	0.29295898	-4.6575625
3	0.30717578	-3.554125
1	0.15538281	-0.9361875
9	0.23359961	-3.19325
7	0.24318555	-3.649125
1	0.16656641	-0.6311875
1	0.14892383	-0.8833125
1	0.11047852	-0.599625
9	0.16515039	-2.889875
7	0.14280859	-2.5488125
1	0.13817969	-0.2635
1	0.11149023	-0.2650625
1	0.21555273	-0.8249375
7	0.29338672	-4.0900625
7	0.32233594	-3.5528125
1	0.1419707	-0.6945625
7	0.20560742	-3.632625
4	0.23883203	-4.6520625
0	0.40152148	-3.35125
4	0.22332031	-3.847
1	0.10350977	-0.1501875
7	0.16050391	-3.176
6	0.20520508	-3.3331875
0	0.22850586	-1.869875
1	0.085785156	-0.5461875
1	0.094929688	-0.6895
7	0.17077148	-3.607875
0	0.28496484	-2.3533125
1	0.10053125	-1.1860625
3	0.2175918	-2.9788125
1	0.14802344	-0.3280625
7	0.28458984	-5.68975
5	0.30542383	-4.773875
7	0.27972656	-5.766375
3	0.32863477	-3.693375
1	0.11340039	-0.3565625
7	0.19998633	-3.9673125
0	0.28685352	-2.059875
1	0.1297207	-0.468625
1	0.093216797	-0.45825
1	0.13148437	-0.5563125
7	0.2487207	-5.019875
5	0.25544727	-3.8409375
7	0.23692383	-5.2616875
3	0.14101758	-2.5933125
1	0.16048437	-0.496375
7	0.28302148	-3.572375
3	0.41108008	-4.3343125
6	0.41492578	-5.714125
0	0.48700977	-3.3898125
1	0.14639062	-1.8294375
7	0.20992187	-4.632125
8	0.25853125	-4.44175
3	0.17407812	-3.102625
7	0.1523418	-3.6244375
1	0.12647656	-0.446
7	0.20183789	-3.868875
5	0.22999023	-4.06075
4	0.25668555	-4.356
7	0.18902344	-4.05675
1	0.11014062	-0.635375
7	0.22020313	-4.3205625
0	0.2698418	-2.0849375
6	0.22654883	-3.437625
6	0.20959766	-3.6588125
1	0.24110547	-0.6
7	0.30117969	-5.2889375
6	0.41219531	-7.08375
0	0.58155273	-2.5085
4	0.33055664	-5.0335
3	0.42868164	-3.7133125
0	0.52079102	-2.4798125
0	0.52735156	-4.2251875
1	0.25077539	-1.1349375
7	0.2899082	-4.8065
7	0.24804492	-3.8865
6	0.37899609	-5.7434375
3	0.41662305	-5.1686875
7	0.28256055	-4.3718125
5	0.21479102	-3.233
7	0.24308984	-3.6590625
3	0.35747656	-4.5548125
1	0.14623242	-1.0671875
6	0.23011133	-4.3325
9	0.24608203	-3.8506875
1	0.15272266	-0.494
5	0.2909043	-5.123375
7	0.12414258	-2.3363125
3	0.25036328	-3.019875
4	0.14039648	-2.7203125
0	0.26952148	-1.5008125
1	0.091390625	-0.3915625
1	0.20551367	-0.3664375
7	0.29452344	-5.858625
0	0.36931641	-4.372125
5	0.25061328	-4.3894375
5	0.20934961	-3.377625
1	0.16712305	-0.8416875
7	0.31426953	-4.364125
3	0.4081543	-3.5719375
1	0.19735156	-0.4304375
1	0.16803906	-1.3530625
7	0.25239648	-4.017875
5	0.2040625	-3.052875
7	0.26439062	-3.920625
3	0.30863867	-3.7415625
1	0.10358594	-0.9358125
7	0.13442383	-3.32075
3	0.19308398	-3.168875
0	0.22754492	-2.5660625
6	0.21526367	-4.8820625
1	0.17791992	-1.055
7	0.31061133	-5.5855625
0	0.46001953	-3.562375
2	0.33484766	-6.761375
1	0.12116602	-0.2950625
7	0.24987891	-4.8996875
2	0.23505469	-3.79325
6	0.24758789	-4.41875
8	0.21929688	-1.9210625
1	0.10192383	-0.33725
7	0.14933984	-2.861125
4	0.18032227	-3.4590625
0	0.48591406	-2.752
7	0.17063867	-3.44675
1	0.17878906	-0.7194375
7	0.3395625	-5.95575
3	0.30339062	-3.2913125
3	0.30611523	-2.9101875
3	0.35369336	-3.8585
1	0.10512695	-0.3761875
7	0.15715234	-3.00575
0	0.27792773	-1.9775625
1	0.11716797	-0.493375
1	0.092326172	-0.365625
1	0.14992773	-0.4365625
7	0.27930078	-5.494625
0	0.40191016	-2.013375
5	0.39625195	-5.7065625
5	0.34291602	-5.659125
1	0.15420898	-1.619875
9	0.33361914	-6.093125
7	0.22405859	-3.8614375
2	0.47209961	-4.102375
0	0.29837891	-1.868375
1	0.0925	-0.405875
9	0.25830664	-4.3925625
7	0.18490625	-4.305
2	0.2723418	-3.8523125
6	0.22350586	-3.3078125
0	0.30395312	-2.4815625
0	0.34070508	-1.944125
1	0.15075781	-0.2981875
1	0.14753516	-0.62325
9	0.26745508	-3.3273125
8	0.3401875	-1.4686875
0	0.40689063	-2.2748125
4	0.20652539	-3.2526875
1	0.13383789	-0.706375
9	0.1494082	-2.75125
7	0.11567383	-2.49925
0	0.36775195	-2.4995625
3	0.29476172	-4.2281875
1	0.10614258	-0.2461875
9	0.15603125	-3.233625
7	0.1967793	-4.2446875
1	0.13176758	-0.3184375
1	0.11671289	-0.85325
9	0.22879688	-3.8315
8	0.32116602	-1.6766875
5	0.37918555	-4.8870625
0	0.42963477	-2.2746875
1	0.18440625	-0.6248125
9	0.24992773	-4.3128125
7	0.24836328	-4.981375
0	0.371	-3.200125
7	0.1776582	-3.817625
9	0.20070117	-3.3521875
7	0.15704688	-3.08375
0	0.24449219	-1.5425
0	0.25449219	-2.45125
1	0.15686523	-0.94725
9	0.21329492	-2.4545
8	0.23394336	-2.904
0	0.32063867	-2.9024375
3	0.30151758	-5.2821875
9	0.25153906	-3.174125
8	0.2692793	-4.3863125
5	0.27834961	-3.9286875
1	0.16303125	-1.1005625
9	0.28398047	-4.0013125
8	0.28656836	-5.2745
9	0.26083203	-4.1255
1	0.14702148	-1.28975
0	0.27138867	-2.4171875
1	0.12066406	-0.7008125
9	0.25520117	-4.0563125
6	0.23622656	-4.2471875
1	0.095267578	-0.5049375
9	0.18258203	-3.4679375
0	0.25672656	-1.856
6	0.232125	-4.18675
7	0.15460156	-3.2545625
0	0.47086914	-2.552625
2	0.30117187	-4.8214375
2	0.39258008	-5.3465
7	0.22081836	-3.715625
7	0.2052832	-4.142
1	0.16949023	-1.1785
1	0.15358594	-0.56225
0	0.53094922	-2.2313125
0	0.47037109	-1.6984375
1	0.14886328	-0.40175
9	0.22990234	-4.13075
7	0.22949023	-4.5896875
2	0.21582812	-3.5631875
6	0.26061719	-5.466125
0	0.40037695	-1.956125
0	0.40182227	-3.1219375
1	0.1994375	-0.463375
0	0.32571484	-2.687
1	0.12764062	-0.390375
9	0.23815625	-3.5234375
8	0.34270508	-2.6396875
0	0.52552539	-3.46175
5	0.48716016	-4.86025
1	0.11573242	-0.4068125
9	0.22626367	-4.0438125
8	0.22915234	-1.374375
9	0.19008789	-3.046375
7	0.14358984	-3.1105
9	0.27933008	-2.861125
8	0.33480664	-2.5214375
9	0.21666797	-3.20075
9	0.19580078	-3.2155625
1	0.25565625	-1.4544375
4	0.40971094	-4.368375
2	0.39804688	-4.837375
0	0.50982422	-2.602875
1	0.13794531	-0.4776875
8	0.27562891	-3.6761875
0	0.38722266	-1.817375
2	0.28095313	-3.7199375
1	0.22255859	-2.02525
7	0.31239258	-3.335375
1	0.23245703	-1.195625
1	0.16217188	-2.327625
0	0.32749023	-1.7175
1	0.10803516	-0.1565625
9	0.17663867	-3.0438125
7	0.32786328	-5.173
2	0.25234375	-3.647875
6	0.14883398	-2.7278125
0	0.2248125	-1.0631875
0	0.20659375	-1.3813125
1	0.13883789	-0.8361875
0	0.30467383	-2.7651875
0	0.2792793	-4.419625
5	0.33233008	-5.5936875
4	0.1969668	-4.3445625
0	0.40448242	-3.771
1	0.10207617	-1.067
0	0.45885352	-2.1756875
5	0.40561133	-5.3205
3	0.35457227	-3.133
4	0.2788125	-4.1191875
5	0.34549414	-5.2533125
0	0.27438672	-1.98
5	0.15241797	-2.6614375
4	0.21329492	-4.0851875
0	0.35455273	-2.265
1	0.11921875	-0.508875
0	0.29856836	-1.3805625
5	0.24530469	-4.861
4	0.28219141	-5.6
0	0.35795508	-2.40525
1	0.12054883	-0.5316875
0	0.41151367	-2.1315
5	0.26879883	-3.4326875
6	0.35357227	-5.38325
4	0.41668164	-5.924875
1	0.19209375	-0.4173125
0	0.30921484	-2.1234375
8	0.28976953	-3.163375
8	0.34318555	-4.044125
7	0.20821875	-4.0215
0	0.28180078	-2.841625
2	0.33180273	-4.425125
8	0.26531055	-4.804
8	0.26812109	-3.9265625
2	0.17717383	-3.5808125
0	0.30118164	-2.975875
3	0.21883594	-3.8285
7	0.16033594	-3.4038125
7	0.11959766	-2.1474375
0	0.25274414	-1.9728125
0	0.2563418	-2.9838125
6	0.2024707	-3.138375
2	0.33639062	-5.632125
2	0.29933398	-5.322
6	0.20955859	-3.6585
0	0.25343945	-3.0164375
6	0.25238086	-5.8245
0	0.27555469	-3.6163125
3	0.27779687	-2.887375
8	0.241125	-3.359
0	0.29208203	-3.0359375
6	0.23483594	-5.0375
7	0.20562109	-4.42025
9	0.1732793	-3.3630625
0	0.51782031	-2.9840625
0	0.55075	-2.677
8	0.35424609	-4.1588125
7	0.39354883	-5.9889375
0	0.19023633	-2.2865
6	0.29261328	-3.979625
0	0.407875	-3.1875625
9	0.14889258	-2.6009375
1	0.10664258	-1.4766875
3	0.23314844	-3.966125
5	0.19991992	-3.5648125
0	0.34212109	-3.7601875
6	0.26975781	-5.03375
1	0.12649023	-0.3653125
0	0.29614063	-3.1636875
3	0.27866992	-3.1021875
0	0.20087109	-0.9624375
6	0.17326563	-3.60525
0	0.23283398	-2.39575
8	0.1582793	-2.42875
7	0.11307227	-2.4548125
0	0.43040625	-3.1189375
6	0.33228906	-5.591625
0	0.45213086	-3.090875
8	0.2905	-5.1194375
7	0.2107832	-4.512875
0	0.19886328	-2.5488125
4	0.14036523	-2.703625
0	0.2208125	-2.5071875
9	0.15107227	-3.094
6	0.18976758	-4.0565625
0	0.27175977	-2.2280625
4	0.19635547	-4.2664375
9	0.19649414	-3.4255
6	0.34725	-6.13525
3	0.27174219	-5.023125
4	0.29874609	-4.2219375
9	0.42217578	-5.0205625
2	0.46201172	-5.260375
0	0.34951953	-2.8583125
0	0.31622266	-2.7886875
4	0.34758984	-4.6420625
7	0.24689063	-3.7405625
5	0.32481836	-6.3535
1	0.18139648	-0.618875
5	0.24904688	-4.5860625
3	0.32765234	-4.0785625
6	0.35916992	-5.396
3	0.31051172	-4.055625
1	0.21677539	-1.36575
4	0.41588477	-5.7424375
0	0.4820332	-1.2183125
1	0.10305469	-0.2403125
4	0.12210156	-2.33825
1	0.090236328	-0.73775
0	0.19142383	-2.952
6	0.17447852	-3.6551875
0	0.41204297	-4.5963125
4	0.32420508	-5.0073125
9	0.28972266	-3.752625
0	0.28090625	-1.948125
4	0.2536543	-5.4265
9	0.21825586	-3.408625
3	0.26871289	-3.656875
0	0.31465625	-3.7899375
1	0.18232422	-0.7585
4	0.27801758	-3.6923125
2	0.39512695	-6.255875
0	0.40140625	-4.0538125
0	0.4467832	-4.06625
9	0.27195508	-4.1985625
7	0.32285156	-5.26975
2	0.264375	-3.62875
0	0.50605664	-2.7380625
1	0.1652832	-0.774875
9	0.2920332	-4.6695
7	0.30325391	-4.8945625
2	0.31404102	-4.346125
0	0.52707617	-4.68575
9	0.35478711	-6.158125
9	0.22727734	-3.095375
7	0.19614844	-2.9331875
1	0.20256055	-1.8050625
0	0.41253711	-2.4326875
2	0.28978516	-5.5816875
9	0.17563477	-3.6879375
7	0.1608125	-3.3086875
2	0.17264844	-2.9095625
1	0.096822266	-0.44275
0	0.23301758	-2.77575
1	0.099722656	-0.31875
8	0.20248633	-1.470125
6	0.15878711	-2.5393125
4	0.20133203	-3.4996875
2	0.24851367	-4.4968125
1	0.15209375	-0.8670625
9	0.20287305	-3.1580625
3	0.17018359	-2.38025
2	0.20826953	-2.767125
0	0.22523437	-4.4809375
1	0.13455859	-0.41975
9	0.28478516	-5.7710625
3	0.32941016	-4.59175
3	0.28486719	-3.718875
5	0.26508984	-4.06
1	0.090865234	-0.7323125
8	0.21135742	-2.489
0	0.22986133	-2.7025625
4	0.18523242	-3.55875
9	0.17116602	-2.7844375
1	0.17518555	-0.4829375
8	0.31603125	-3.776875
1	0.15018359	-0.1978125
0	0.38278711	-1.911375
1	0.13851953	-0.4943125
1	0.19461914	-1.3445625
5	0.27323438	-4.118625
9	0.30327539	-3.748
1	0.11639844	-0.897625
8	0.23958398	-2.7159375
9	0.25771875	-4.141
0	0.37021289	-3.356375
1	0.15276953	-0.793625
1	0.10781641	-0.6705
8	0.34157617	-4.2260625
7	0.25145898	-4.9026875
0	0.52820117	-3.1533125
4	0.20696875	-3.8543125
1	0.096380859	-0.32325
9	0.17523047	-3.4878125
1	0.11195312	-0.3650625
0	0.22896484	-3.422125
1	0.10279687	-0.2023125
1	0.14711914	-0.7550625
9	0.33034961	-4.2894375
1	0.15537305	-0.8425
3	0.24349805	-2.2509375
2	0.28607422	-5.5879375
1	0.26716211	-0.6474375
9	0.41253516	-4.57525
1	0.24172656	-0.6289375
0	0.53497656	-4.1345
1	0.19223047	-0.8635
1	0.21121289	-0.41525
9	0.38126953	-4.8755625
1	0.20566406	-0.5256875
0	0.42437891	-2.695125
1	0.1553125	-0.3605
1	0.10585156	-0.4585
9	0.20202539	-3.603875
2	0.19273242	-3.776
5	0.25041016	-4.2638125
5	0.2369043	-4.1780625
1	0.18532422	-1.690875
9	0.33543164	-4.2331875
